"zoc","01coin"
"ok.lets.go.","oklg"
"OkLetsPlay","oklp"
"Okratech Token","ort"
"OKTPlay","oktp"
"OLCF","olcf"
"Olea","OLE"
"OleCoin","ole"
"Olive Cash","olive"
"Olympia","soo"
"Olympic Doge","olympic doge"
"Olympus","ohm"
"Olympus Inu Dao","ohminu"
"OLYMPUS token","olympus"
"Olympus v1","ohm"
"Olympus (Wormhole)","ohm"
"Olyseum","oly"
"Oly Sport","oly"
"Omax Token","omax"
"Ombre","omb"
"OMEGA","omega"
"Omega Protocol Money","opm"
"Omicron","omic"
"OMG Network","omg"
"Omlira","oml"
"Omm Tokens","omm"
"Omni","omni"
"Omni Cash","oca$h"
"Omni Consumer Protocol","ocp"
"OMNI - People Driven","oai"
"Omni Real Estate Token","ort"
"OMNIS","omnis"
"Omnitude","ecom"
"OmniWhirl","whirl"
"OmotenashiCoin","mtns"
"ONBUFF","onit"
"On Chain Capital","OCC"
"One","one"
"One Army Coin","oac"
"One Basis Cash","obs"
"OneBit","1bit"
"oneBTC","onebtc"
"One Cash","onc"
"OneDao Finance","odao"
"One DEX","odex"
"oneFUSE","onefuse"
"Onegetcoin","ogc"
"One Hundred Coin","one"
"OneLedger","olt"
"OneMoon","onemoon"
"onePERL","oneperl"
"ONE PIECE","onepiece"
"OneRare","orare"
"OneRoot Network","rnt"
"One Share","ons"
"OneSwap DAO Token","ones"
"One World Coin","owo"
"Ontology Gas","ong"
"Onigiri","onigiri"
"Onion Mixer","omt"
"ONINO","oni"
"onLEXpa Token","onlexpa"
"Expo Token","expo"
"Only1","like"
"Only 1 Token","o1t"
"OnlyUp","$UP"
"Onooks","ooks"
"Onston","onston"
"Ontology","ont"
"OnX Finance","onx"
"Onyx","onyx"
"Oobit","obt"
"O-OCEAN-MAR22","o-ocean-mar22"
"OOGI","oogi"
"Ooki","ooki"
"OolongSwap","olo"
"OOOOR Finance","oooor"
"Opacity","opct"
"Opalcoin","auop"
"OP Coin","opc"
"OpenAlexa Protocol","oap"
"OAX","oax"
"OpenDAO","sos"
"OpenDAO (Wormhole)","sos"
"OPEN Governance Token","open"
"OpenLive NFT","opv"
"Opennity","opnn"
"OpenOcean","ooe"
"Open Platform","open"
"OpenSwap","oswap"
"OpenSwap Token","openx"
"Operon Origins","oro"
"OPES (Wrapped PE)","wpe"
"Opium","opium"
"OPPA","oppa"
"Optimus","optcm"
"OptimusCat","opcat"
"OptimusRise","ore"
"Option Panda Platform","opa"
"OptionRoom","room"
"OptionRoom Governance Token","court"
"Options Market","osm"
"Optitoken","opti"
"Opulous","opul"
"Opus","opt"
"Opyn Squeeth","osqth"
"OracleChain","oct"
"Oracle System","orc"
"Oracle Top 5 Index","orcl5"
"Oracolxor","xor"
"OragonX","orgn"
"Oraichain Token","orai"
"Orakler","orkl"
"Orakuru","ork"
"ORAO Network","orao"
"Orbit Chain","orc"
"Orbitcoin","orb"
"Orbit Token","orbit"
"Orbs","orbs"
"ORBYT Token","orbyt"
"Orca","orca"
"Orca AVAI","avai"
"Orca DAO","orca"
"Orchid Protocol","oxt"
"Orclands Metaverse","orc"
"Order of the Apeverse","OAV"
"Orenda Protocol","orex"
"OREN Game","OREN"
"Oreo Defi Finance","ore"
"ORE Token","ore"
"Organix","ogx"
"Orica","ori"
"Orient","oft"
"Orient Walt","htdf"
"The Universal Settlement Coin","tusc"
"Original Gangsta Shiba","ogshib"
"Origin Dollar","ousd"
"Origin Protocol","ogn"
"Origin Sport","ors"
"OriginTrail","trac"
"Origo","ogo"
"Orion Money","orion"
"Orion Protocol","orn"
"Orlycoin","orly"
"Ormeus Cash","omc"
"Ormeus Coin","orme"
"Ormeus Ecosystem","eco"
"Orne","orne"
"ORO","oro"
"OROS.finance","oros"
"ORS Group","ors"
"OShare","oshare"
"OsmiumCoin","os76"
"OsmosCoin","os"
"Osmosis","osmo"
"OTCBTC Token","otb"
"OT Compound Dai","ot-cdai-29dec2022"
"OT-ETH/USDC","ot-ethusdc-29dec2022"
"OtherLife","OTL"
"Otium Technologies","otium"
"OTOCASH","oto"
"OT-PENDLE/ETH","ot-pe-29dec2022"
"OtterClam","clam"
"Otter Finance","otr"
"OUD","oud"
"Ouranos","our"
"OurGlass","glass"
"Ouroboros","ouro"
"Ouro Governance Share","ogs"
"Ouro Stablecoin","ouro"
"Our Pay","our"
"Ouse","ouse"
"Outrace","ore"
"Ovato","ovo"
"Overline Emblem","emb"
"Overlord Game","ovl"
"Overlord","lord"
"Ovr","ovr"
"OWGaming","ow"
"OWL","owl"
"OwlDAO","owl"
"Owl Share","oshare"
"OWNDATA","own"
"Ownix","onx"
"Ownly","own"
"OWN Token","own"
"0xBitcoin","0xbtc"
"Oxbull Solana","oxs"
"Oxbull Tech","oxb"
"OXO.Farm","oxo"
"OxyDev","oyt"
"Oxygen","oxy"
"Ozagold","ozg"
"P2P","p2p"
"P2P solutions foundation","p2ps"
"PAC Protocol","pac"
"Pacific","paf"
"Pacific DeFi","pacific"
"PackagePortal","port"
"PactSwap","pact"
"Pacoca","pacoca"
"Pagan Gods Fur token","fur"
"Page","page"
"PAID Network","paid"
"MurAll","paint"
"Paint Swap","brush"
"Pakcoin","pak"
"Pakkun Inu","pakk"
"Palace","paa"
"Paladin DAO","pal"
"Paladin stkAAVE","palstkaave"
"Palestine Finance","pal"
"Palette","plt"
"PalGold","palg"
"Pallapay","palla"
"Pallas Finance","pallas"
"PalletOneToken","ptn"
"Pamp Network","pamp"
"Pampther","pampther"
"Pancake Bunny","bunny"
"Pancake Games","gcake"
"Hunny Finance","hunny"
"PancakeLock","plock"
"PancakePoll","ppoll"
"PancakeSwap","cake"
"PancakeSwap (Wormhole)","cake"
"PancakeTools","tcake"
"Pandacoin","pnd"
"Panda Coin","panda"
"Panda Dao","pdao"
"Panda Girl","pgirl"
"Panda Multiverse","pndmlv"
"Pando","pando"
"Pandora Protocol","pndr"
"Pangea Arbitration Token (Bitnation)","xpat"
"Pangolin","png"
"Pangolinswap","pangolin"
"PANTHEON X","xpn"
"Panther Protocol","zkp"
"PantherSwap","panther"
"Pantos","pan"
"Panvala Pan","pan"
"PapaCake","papacake"
"PAPA DAO","papa"
"Papa Doge","papadoge"
"Paparazzi","pazzi"
"Papel Token","papel"
"Paper","paper"
"Pappay","pappay"
"Paprprintr Finance","papr"
"Parabolic","PARA"
"Parachute","par"
"ParadiseFi","eden"
"ParadiseHotel NFT","pht"
"Paradox","pdox"
"Paradox NFT","pxbsc"
"ParagonsDAO","pdt"
"ParaInu","parainu"
"Paralink Network","para"
"ParallelChain","xpll"
"ParallelCoin","duo"
"Paras","paras"
"Parasol Finance","psol"
"Parasset","aset"
"ParaSwap","psp"
"Paribus","pbx"
"Paris Saint-Germain Fan Token","psg"
"Parkgene","gene"
"ParkinGo","got"
"ParrotDao","parr"
"Parrot Egg","ipegg"
"Polygon Parrot Egg","ppegg"
"Parrot Protocol","prt"
"Parrot USD","pai"
"PARSIQ","prq"
"Parsiq Boost","prqboost"
"Parsl","seed"
"Parallel","par"
"Particl","part"
"Particle","prtcle"
"Particle Technology","part"
"Partner Coin","ptr"
"Parts of Four Coin","p4c"
"PartyBoard","pab"
"Party Dog","PDog"
"Party Hat","phat"
"Party Of The Living Dead","DEAD"
"PartySwap","party"
"Party","party"
"Pascal","pasc"
"Passive Income","psi"
"Passive Income Bot","pib"
"Passive Token","Passive"
"Passport Finance","pass"
"Pasta Finance","pasta"
"Pastel","psl"
"PastryPunks","PastryPunks"
"PASV","pasv"
"PathDAO","path"
"PathFund","path"
"Patientory","ptoy"
"Patron","pat"
"PAUL Token","paul"
"Pavecoin","pvn"
"Pawn","pawn"
"Pawn My NFT","pnft"
"Paws Funds","paws"
"Pawthereum","pawth"
"Pawtocol","upi"
"Paw V2","paw"
"PAX Gold","paxg"
"Paxos Gold (Wormhole)","paxg"
"Pax Dollar","usdp"
"PayAccept","payt"
"PaybandCoin","PYBC"
"Paybswap","payb"
"Paycent","pyn"
"Paycheck DeFi","check"
"Paycoin","pci"
"Paycon Token","con"
"Pay It Now","pin"
"PayMasterCoin","pmc"
"Payment Coin","pod"
"PayNet Coin","payn"
"Paynshop","payns"
"PayperEx","pax"
"PayPie","ppp"
"Paypolitan Token","epan"
"Propel","propel"
"Paytomat","pti"
"Payturn","ptr"
"PayYoda","yot"
"Payzus","pzs"
"Pazzy","pazzy"
"pBTC35A","pbtc35a"
"pCATv3","pcatv3"
"Plian","pi"
"Peace Token","pet"
"Peaches.Finance","pchs"
"Peach Finance","peech"
"Peachfolio","pchf"
"Peacockcoin","pekc"
"Peacockcoin (ETH)","pekc"
"Pea Farm","pea"
"Peak Avalanche","peakavax"
"Peanut","nux"
"Peanuts","peanuts"
"peaq","peaq"
"Pear","pear"
"Pearl Finance","pearl"
"Peculium","pcl"
"Peepcoin","pcn"
"Peercoin","ppc"
"PeerEx Network","PERX"
"PeerGuess","guess"
"Peet DeFi","pte"
"Pegascoin","pgc"
"PegasusDAO","sus"
"Pegaxy Stone","pgx"
"Pegazus Finance","peg"
"PegNet","peg"
"PELE Network","pele"
"Pendle","pendle"
"PengolinCoin","pgo"
"Penguin Finance","pefi"
"Penguin Party Fish","fish"
"Penky","penky"
"Penny For Bit","pfb"
"Pension Plan","pp"
"Peony Coin","pny"
"Peoples Punk","dddd"
"Peoplez","lez"
"pEOS","peos"
"Pepedex","ppdex"
"PEPS Coin","peps"
"Pepemon Pepeballs","ppblz"
"Pepemoon","pepe"
"PepeVerse","pepevr"
"Peppa Network","peppa"
"Pera Finance","pera"
"Percent","pct"
"Perfect World","pfw"
"PERI Finance","peri"
"Perkle","prkl"
"PERL.eco","perl"
"Permission Coin","ask"
"Perpetual Protocol","perp"
"Perpetual (Wormhole)","perp"
"Perpetuum Coin","prp"
"PER Project","per"
"Perra","perra"
"Persia","persia"
"Persistence","xprt"
"pSTAKE Staked XPRT","stkxprt"
"Perth Mint Gold Token","pmgt"
"Peseta Digital","ptd"
"Pet Games","petg"
"pETH18C","peth18c"
"PetKingdom","pkd"
"Petrachor","pta"
"PetroDollar","xpd"
"PetsHelp","peth"
"PetWorld","pw"
"Pexcoin","pex"
"PGOV","pgov"
"Phala Network","pha"
"Phaeton","phae"
"Phant","pnt"
"Phantasia","fant"
"Phantasma","soul"
"Phantasma Energy","kcal"
"Phantom Protocol","phm"
"Pharma Pay Coin","prp"
"PhiFi Finance","phifiv2"
"PHILLIPS PAY COIN","ppc"
"Phillionex","phn"
"Digiwage","wage"
"Phoenix","phoenix"
"PhoenixChain","pcn"
"Phoenixcoin","pxc"
"PhoenixDAO","phnx"
"Phoenix Defi Finance","pnixs"
"PhoenixDefi.Finance","pnix"
"Phoenix Global","phb"
"Phoenix Token","phx"
"Phoenix Unity","pxu"
"Phoneum","pht"
"Phoneum Green","phtg"
"Phonon DAO","phonon"
"Phore","phr"
"Photon","pho"
"PhotonSwap","photon"
"Phuket Holiday Coin","phc"
"PHUNK Vault (NFTX)","phunk"
"Phu Quoc Dog","pqd"
"Phuture","phtr"
"Physis","phy"
"PIASA","piasa"
"Pibble","pib"
"PICA","pica"
"PicArtNFT","panft"
"Piccolo Inu","pinu"
"Picipo","picipo"
"PICK","pick"
"Pickle Finance","pickle"
"PicoGo","pico"
"Piction Network","pxl"
"PIDAO","pid"
"PieDAO Balanced Crypto Pie","bcp"
"PieDAO BTC++","btc++"
"PieDAO DEFI++","defi++"
"PieDAO DEFI Large Cap","defi+l"
"PieDAO DEFI Small Cap","DEFI+S"
"PieDAO DOUGH v2","dough"
"PieDAO Yearn Ecosystem Pie","ypie"
"Pie Share","pie"
"Pigeoncoin","pgn"
"Pigeon Sol","pgnt"
"Pig Finance","pig"
"Piggy","piggy"
"Piggy Bank","pb"
"Piggy Bank Token","piggy"
"Piggy Finance","piggy"
"Piggy Planet","pigi"
"Piggy Share","pshare"
"Pika","pika"
"Pikachu Inu","pikachu"
"Pillar","plr"
"Pilot","ptd"
"Pinecone Finance","pct"
"Pinkcoin","pink"
"PinkElon","pinke"
"PinkMoon","pinkm"
"Pinknode","pnode"
"Pink Panda","pinkpanda"
"PINK PANTHER","PINK"
"PinkSale","pinksale"
"Pinkslip Finance","pslip"
"PinkSwap Token","pinks"
"Pintu Token","PTU"
"PIP","pip"
"PiplCoin","pipl"
"Pippi Finance","pipi"
"Pirate Boy","pirateboy"
"PirateCash","pirate"
"Pirate Chain","arrr"
"PirateCoin","piratecoin\skull"
"PirateDAO","jolly"
"Pirate Dice","booty"
"Pirate Inu","pinu"
"PirateP","piratep"
"Piratera","pira"
"Pist Trust","pist"
"Pitbull","pit"
"Pitch","pitch"
"Pitch Finance Token","pft"
"Pitquidity","pitqd"
"Pitquidity-BSC","pitqd"
"Pittys","PITTYS"
"Pivot Token","pvt"
"PIVX","pivx"
"PixelGas","pixelgas"
"PixelPotus","pxl"
"PixelSQUID","pixelsquid"
"Pixels.so","pixl"
"PixelVerse","pixel"
"PixEOS","pixeos"
"Pixiu Finance","pixiu"
"Pixl Coin","pxlc"
"PIXLS Vault (NFTX)","pixls"
"Pizza NFT","$PIZZA"
"Pizza Pug Coin","ppug"
"PizzaSwap","pizza"
"PIZZA","pizza"
"PKG Token","pkg"
"Placeholders","phl"
"PlaceWar Governance Token","place"
"Plair","pla"
"PLANET","pla"
"Planet Finance","aqua"
"Planet Inu","PLANETINU"
"Planet of Apes","poa"
"Planet Sandbox","psb"
"PlanetVerse","planetverse"
"PlanetWatch","planets"
"Plant2Earn","p2e"
"Plant Exodus","pexo"
"Plant vs Undead Token","pvu"
"Plasma Finance","ppay"
"Plastiks","plastik"
"Plateau Finance","plt"
"PlatinCoin","plc"
"PlatonCoin","pltc"
"PlatON Network","lat"
"Platypus Finance","ptp"
"Level-Up Coin","luc"
"PlayAndLike","pal"
"PlayAndLike [OLD]","pal"
"Playcent","pcnt"
"PlayChip","pla"
"PlayDapp","pla"
"Playermon","pym"
"PlayersOnly","po"
"PlayerVsPlayerCoin","pvp"
"PlayFuel","plf"
"PlayGame","pxg"
"Playgroundz","iog"
"Play It Forward DAO","pif"
"PlayKey","pkt"
"DAO PlayMarket 2.0","pmt"
"PlayNity","ply"
"PlayPad","ppad"
"PLAY Token","play"
"PlayTreks","treks"
"Plaza Finance","plaza"
"Plebe Gaming","pleb"
"Pledge","plgr"
"Pledgecamp","plg"
"PlentyCoin","plentycoin"
"Plenty DeFi","plenty"
"Plethori","ple"
"PLEX","plex"
"plotx","plug"
"plug","PlotX"
"plug-chain","Plug"
"plugin","Plug Chain"
"plumcake-finance","Plugin"
"plunge","PlumCake Finance"
"pluracoin","Plunge"
"plus-coin","PluraCoin"
"plusonecoin","Plus Coin"
"pluspad","PlusOneCoin"
"pluton","PlusPad"
"pluton-chain","Pluton"
"pluto-network","Pluton Chain"
"plutonium","Pluto Network"
"plutopepe","Plutonium"
"plutos-network","PlutoPepe"
"plutus-defi","Plutos Network"
"pmail","Add.xyz (OLD)"
"pnetwork","Pmail"
"pn-token","pNetwork"
"poa-network","PN Token"
"poc-blockchain","POA Network"
"poc-chain","POC Blockchain"
"pocket-arena","POC Chain"
"pocketcoin","Pocket Arena"
"pocket-doge","Pocketcoin"
"pocket-network","Pocket"
"pocket-node","Pocket Network"
"pocmon","Pocket Node"
"pocmon-2","PocMon (Old)"
"pocoland","PocMon"
"podo-point","Pocoland"
"poet","Podo Point"
"pofi","Po.et"
"pofid-dao","PoFi"
"pogcoin","Pofid Dao"
"pog-coin","PogCoin"
"pogged-finance","PolygonumOnline"
"pointpay","Pogged Finance"
"pokeball","PointPay"
"pokedx","Pokeball"
"pokelon-finance","PokeDX"
"pokemonspace","Pokelon.Finance"
"poken","PokemonSpace"
"pokerain","Poken"
"pokerfi","Pokerain"
"pokmonsters","PokerFi"
"polar","Pokmonsters"
"polaris","POLAR"
"polaris-2","Polarisdefi"
"polaris-share","Polaris"
"polaris-token","Polaris Share"
"polars-governance-token","Polaris Token"
"polar-sync","Polars Governance Token"
"police-and-thief-game","Polar Sync"
"policedoge","Police and Thief Game"
"polinate","PoliceDOGE"
"polis","Polinate"
"polkabase","Polis"
"polkabridge","Polkabase"
"polkacipher","PolkaBridge"
"polka-city","PolkaCipher"
"polka-classic","Polkacity"
"polkadex","Polka Classic"
"polkadog-v2-0","Polkadex"
"polkadomain","Polkadog V2.0"
"polkadot","PolkaDomain"
"polkaex","Polkadot"
"polkafantasy","PolkaEx"
"polkafoundry","PolkaFantasy"
"polkago","PolkaFoundry"
"polkainsure-finance","Polkago"
"polkainu","Polkainsure Finance"
"polkally","PolkaInu"
"polkalokr","Polkally"
"polkamarkets","Polkalokr"
"polkamonster","Polkamarkets"
"polkaparty","PolkaMonster"
"polkapet-world","PolkaParty"
"polkaplay","PolkaPet World"
"polkarare","NftyPlay"
"polkasocial-network","Polkarare"
"polkastarter","Polkasocial Network"
"polkaswap","Polkastarter"
"polkatrail","Polkaswap"
"polkatrain","Polkatrail"
"polkawar","Polkatrain"
"polker","PolkaWar"
"pollchain","Polker"
"pollen","Pollchain"
"pollux-coin","Pollen"
"polly","Pollux Coin"
"polly-defi-nest","Polly Finance"
"polyalpha-finance","Polly DeFi Nest"
"polybeta-finance","PolyAlpha Finance"
"polybius","PolyBeta Finance"
"polybull-finance","Polybius"
"polycake-finance","PolyBull Finance"
"polycat-finance","PolyCake Finance"
"polychain-monsters","Polycat Finance"
"polychart","Polychain Monsters"
"polycorn-finance","Polychart"
"polydoge","Polycorn Finance"
"polyfi","PolyDoge"
"polyfloki","PolyFi"
"polygamma","PolyFLOKI"
"polygen","PolyGamma Finance"
"polygod","Polygen"
"polygold","PolyGod"
"polygon-babydoge","PolyGold"
"polygon-ecosystem-index","Polygon BabyDoge"
"polygonfarm-finance","Amun Polygon Ecosystem Index"
"polyient-games-governance-token","PolygonFarm Finance"
"polyient-games-unity","Polyient Games Governance Token"
"polylastic","Polyient Games Unity"
"polylauncher","Polylastic"
"polylion","Polylauncher"
"polymath","PolyLion"
"polymoon","Polymath"
"polypanda","PolyMoon"
"poly-peg-mdex","PolyPanda"
"polypug","Poly-Peg Mdex"
"polypup","PolyPug"
"polypup-collar-token","PolyPup"
"polypux","PolyPup Collar Token"
"polyquity","PolypuX"
"polyquity-dollar","PolyQuity"
"polyquokka-finance","PolyQuity Dollar"
"polyroll","PolyQuokka Finance"
"polysafu","Polyroll"
"polysage","polySAFU"
"polyshark-finance","Polysage"
"polyshiba","PolyShark Finance"
"polyshield","PolyShiba"
"polystar","PolyShield"
"polystarter","PolyStar"
"polyswarm","PolyStarter"
"polytrade","PolySwarm"
"polyunity-finance","Polytrade"
"polyvertex","PolyUnity Finance"
"polyvolve-finance","PolyVertex"
"polywave","PolyVolve Finance"
"polywhale","polyWAVE"
"polywolf","Polywhale"
"polyx","Polywolf"
"polyyeld-token","POLYX"
"polyyield-token","PolyYeld Token"
"polyyork","PolyYield Token"
"polyzap","PolyYork"
"pomeranian","PolyZap"
"pomerocket","Pomeranian"
"pomi","PomeRocket"
"pompom","Pomi"
"pomskey","PomPom"
"pontoon","Pomskey"
"ponyo-inu","Pontoon"
"ponzicoin","Ponyo Impact"
"ponzu-inu","PonziCoin"
"poocoin","Ponzu Inu"
"poodle","PooCoin"
"poofcash","Poodl Token"
"poolcoin","PoofCash"
"poollotto-finance","POOLCOIN"
"pool-party","Poollotto.finance"
"pooltogether","Pool Party"
"pool-token","PoolTogether"
"poolz-finance","Pool Token"
"poomoon","Poolz Finance"
"poopay","POOMOON"
"poopsicle","PooPay"
"poordoge","Poopsicle"
"poor-quack","PoorDoge"
"pop","Poor Quack"
"pop-chest-token","POP"
"popcorn","POP Network"
"populous","Popcorn"
"populous-xbrl-token","Populous"
"porkswap","Populous XBRL Token"
"pornrocket","PorkSwap"
"porta","PornRocket"
"portal","Porta"
"porte-token","Portal"
"port-finance","Porte Token"
"portify","Port Finance"
"portion","Portify"
"portugal-national-team-fan-token","Portion"
"portuma","Portugal National Team Fan Token"
"pos-coin","Portuma"
"poseidon-token","POS Coin"
"position-token","Poseidon Token"
"postcoin","Position Token"
"potato","PostCoin"
"potcoin","Potato"
"potent-coin","Potcoin"
"potentiam","Potent Coin"
"potion-brew-finance","Potentiam"
"potter-inu","Potion Brew Finance"
"povo-finance","Potter Inu"
"powerada","Povo Finance"
"powerbalt","PowerADA"
"power-block","PowerBalt"
"power-cash","Power Block"
"power-index-pool-token","Power Cash"
"powerinu","Power Index Pool Token"
"power-ledger","PowerInu"
"power-nodes","Power Ledger"
"powertrade-fuel","Power Nodes"
"powerzilla","PowerTrade Fuel"
"pqbert","PowerZilla"
"prcy-coin","pQBERT"
"precharge","PRCY Coin"
"precium","Precharge"
"predict","Precium"
"predictcoin","Predict"
"prediqt","Predictcoin"
"predix-network","Prediqt"
"prelax","Predix Network"
"premia","Prelax"
"premio","Premia"
"premiumblock","Premio"
"presaledao","PremiumBlock"
"presearch","PresaleDAO"
"president-doge","Presearch"
"primas","President Doge"
"prime","Primas"
"primecoin","Prime"
"prime-dai","Primecoin"
"prime-numbers","Prime DAI"
"prime-xi","Prime Numbers"
"prism","Prime-XI"
"prism-network","Prism"
"privacyswap","Prism Network"
"privapp-network","PrivacySwap"
"privateum","Privapp Network"
"privatix","Privateum"
"privcy","Privatix"
"privi-pix","PRiVCY"
"privi-trax","Privi Pix"
"prize-coin","Privi Trax"
"prizm","Prize Coin"
"prntr","Prizm"
"probably-nothing","PRNTR"
"probit-exchange","Probably Nothing"
"prodax","Probit Token"
"professional-fighters-league-fan-token","Prodax"
"profit-bank","Professional Fighters League Fan Token"
"profit-bls","Profit Bank"
"project-dogex","Profit Bls"
"projectfeenixv2","Project DogeX"
"project-inverse","ProjectFeenixv2"
"projectmars","Project Inverse"
"project-oasis","ProjectMars"
"project-one-whale","ProjectOasis"
"project-pai","Project: One Whale"
"project-quantum","Project Pai"
"project-shivom","Project Quantum"
"project-with","Project SHIVOM"
"projectx","Project WITH"
"project-x","ProjectX"
"project-x-nodes","Project-X"
"projekt-gold","Project X Nodes"
"prometeus","Projekt Gold"
"promise-token","Prometeus"
"promodio","Promise Token"
"promo-swipe-coin","Promodio"
"promotionchain","Promo Swipe Coin"
"proof-of-liquidity","PromotionChain"
"propel-token","Proof Of Liquidity"
"propersix","Propel Token"
"prophecy","ProperSix"
"prophet","Prophecy"
"props","Prophet"
"propy","Props Token"
"proshares-bitcoin-strategy-etf","Propy"
"prosper","ProShares Bitcoin Strategy ETF"
"prostarter-token","Prosper"
"proswap","ProStarter"
"protector-roge","ProSwap"
"protocol-finance","Protector Roge"
"protofi","Protocol Finance"
"proton","Protofi"
"proton-loan","Proton"
"proton-token","Proton Loan"
"proud-money","Proton Token"
"proverty-eradication-coin","Proud Money"
"provoco","Poverty Eradication Coin"
"proxeus","Provoco"
"proximax","Proxeus"
"proxy","ProximaX"
"proxynode","Proxy"
"pryz","ProxyNode"
"pspace","Pryz"
"pstake-staked-atom","pSPACE"
"pswampy","pSTAKE Staked ATOM"
"psyche","pSwampy"
"psychic","Psyche"
"psycho-doge","Psychic"
"psy-coin","Psycho Doge"
"psyoptions","PSY Coin"
"ptokens-btc","PsyOptions"
"ptokens-ore","pTokens BTC"
"pube-finance","pTokens ORE"
"pub-finance","Pube Finance"
"public-index-network","Pub Finance"
"public-mint","Public Index Network"
"publish","Public Mint"
"pudgy-vault-nftx","PUBLISH"
"puff","PUDGY Vault (NFTX)"
"puff-santa","PUFF"
"puglife","Puff Santa"
"puli-inu","PugLife"
"pulsar-token","Puli Inu"
"pulsedoge","Pulsar Token"
"pulsemoon","PulseDoge"
"pulsepad","PulseMoon"
"pulse-token","PulsePad"
"pumapay","Pulse Token"
"puml-better-health","PumaPay"
"pump-coin","PUML Better Health"
"pumpeth","Pump Coin"
"pumpkin-inu","PumpETH"
"pumpkin-punks","Pumpkin Inu"
"pumpshibax","Pumpkin Punks"
"pumpy-farm","PumpShibaX"
"punch","Pumpy Farm"
"pundi-x","Punch"
"pundi-x-2","Pundi X [OLD]"
"pundi-x-nem","Pundi X"
"pundi-x-purse","Pundi X NEM"
"punk-floor","Pundi X PURSE"
"punks-comic","PUNK Floor"
"punks-comic-pow","PUNKS Comic"
"punk-shiba","Metahero Universe"
"punk-vault-nftx","Punk Shiba"
"pup-doge","Punk Vault (NFTX)"
"pupper","Pup Doge"
"puppies-network","Pupper"
"puppy-doge","Puppies Network"
"puppy-token","Puppy Doge"
"purefi","Puppy Token"
"puregold-token","PureFi"
"puriever","PGPay"
"purple-butterfly-trading","Puriever"
"purple-floki-inu","Purple Butterfly Trading"
"purr-vault-nftx","Purple Floki Inu"
"pusd","PURR Vault (NFTX)"
"pussy-financial","PUSD"
"putincoin","Pussy Financial"
"pw-gold","PutinCoin"
"pwrd-stablecoin","PW-GOLD"
"pye","PWRD Stablecoin"
"pylon-eco-token","PYE"
"pylon-finance","Pylon Eco Token"
"pylon-network","Pylon Finance"
"pylon-protocol","Pylon Network"
"pynths-pusd","Pylon Protocol"
"pyram-token","Pynths pUSD"
"pyrexcoin","Pyram Token"
"pyrk","GoldenPyrex"
"pyromaniac","Pyrk"
"pyro-network","Pyroworld"
"pyrrho-defi","PYRO Network"
"q8e20-token","Pyrrho DeFi"
"qanplatform","Q8E20 Token"
"qao","QANplatform"
"qash","qash"
"qwla","qawalla-token"
"qbt","qbao"
"qc","qcash"
"qch","qchi"
"qhc","qchi-chain"
"qdao","q-dao-governance-token-v1-0"
"qfi","qfinance"
"qsd","qian-second-generation-dollar"
"qi","qi-dao"
"qbx","qiibee"
"qlc","qlink"
"qmc","qmcoin"
"qob","qobit"
"qiq","qoiniq"
"qqq","qqq-token"
"xqr","qredit"
"qrdo","qredo"
"qrt","qrkita-token"
